,Season,Date,Start (ET),,Visitor/Neutral,PTS,Home/Neutral,HPTS,,Notes
272,1985,"Thu, Apr 18, 1985",,Box Score,Portland Trail Blazers,131,Dallas Mavericks,139,2OT,
273,1985,"Thu, Apr 18, 1985",,Box Score,San Antonio Spurs,111,Denver Nuggets,141,,
274,1985,"Thu, Apr 18, 1985",,Box Score,New Jersey Nets,105,Detroit Pistons,125,,
275,1985,"Thu, Apr 18, 1985",,Box Score,Phoenix Suns,114,Los Angeles Lakers,142,,
276,1985,"Fri, Apr 19, 1985",,Box Score,Utah Jazz,115,Houston Rockets,101,,
277,1985,"Fri, Apr 19, 1985",,Box Score,Chicago Bulls,100,Milwaukee Bucks,109,,
278,1985,"Sat, Apr 20, 1985",,Box Score,Cleveland Cavaliers,106,Boston Celtics,108,,
279,1985,"Sat, Apr 20, 1985",,Box Score,Portland Trail Blazers,124,Dallas Mavericks,121,OT,
280,1985,"Sat, Apr 20, 1985",,Box Score,San Antonio Spurs,113,Denver Nuggets,111,,
281,1985,"Sat, Apr 20, 1985",,Box Score,Phoenix Suns,130,Los Angeles Lakers,147,,
282,1985,"Sun, Apr 21, 1985",,Box Score,New Jersey Nets,111,Detroit Pistons,121,,
283,1985,"Sun, Apr 21, 1985",,Box Score,Utah Jazz,96,Houston Rockets,122,,
284,1985,"Sun, Apr 21, 1985",,Box Score,Chicago Bulls,115,Milwaukee Bucks,122,,
285,1985,"Sun, Apr 21, 1985",,Box Score,Washington Bullets,94,Philadelphia 76ers,113,,
286,1985,"Tue, Apr 23, 1985",,Box Score,Boston Celtics,98,Cleveland Cavaliers,105,,
287,1985,"Tue, Apr 23, 1985",,Box Score,Los Angeles Lakers,119,Phoenix Suns,103,,
288,1985,"Tue, Apr 23, 1985",,Box Score,Dallas Mavericks,109,Portland Trail Blazers,122,,
289,1985,"Tue, Apr 23, 1985",,Box Score,Denver Nuggets,115,San Antonio Spurs,112,,
290,1985,"Wed, Apr 24, 1985",,Box Score,Milwaukee Bucks,107,Chicago Bulls,109,,
291,1985,"Wed, Apr 24, 1985",,Box Score,Detroit Pistons,116,New Jersey Nets,115,,
292,1985,"Wed, Apr 24, 1985",,Box Score,Houston Rockets,104,Utah Jazz,112,,
293,1985,"Wed, Apr 24, 1985",,Box Score,Philadelphia 76ers,100,Washington Bullets,118,,
294,1985,"Thu, Apr 25, 1985",,Box Score,Boston Celtics,117,Cleveland Cavaliers,115,,
295,1985,"Thu, Apr 25, 1985",,Box Score,Dallas Mavericks,113,Portland Trail Blazers,115,,
296,1985,"Fri, Apr 26, 1985",,Box Score,Milwaukee Bucks,105,Chicago Bulls,97,,
297,1985,"Fri, Apr 26, 1985",,Box Score,Denver Nuggets,111,San Antonio Spurs,116,,
298,1985,"Fri, Apr 26, 1985",,Box Score,Houston Rockets,96,Utah Jazz,94,,
299,1985,"Fri, Apr 26, 1985",,Box Score,Philadelphia 76ers,106,Washington Bullets,98,,
300,1985,"Sat, Apr 27, 1985",,Box Score,Portland Trail Blazers,101,Los Angeles Lakers,125,,
301,1985,"Sun, Apr 28, 1985",,Box Score,Detroit Pistons,99,Boston Celtics,133,,
302,1985,"Sun, Apr 28, 1985",,Box Score,San Antonio Spurs,99,Denver Nuggets,126,,
303,1985,"Sun, Apr 28, 1985",,Box Score,Utah Jazz,104,Houston Rockets,97,,
304,1985,"Sun, Apr 28, 1985",,Box Score,Philadelphia 76ers,127,Milwaukee Bucks,105,,
305,1985,"Tue, Apr 30, 1985",,Box Score,Detroit Pistons,114,Boston Celtics,121,,
306,1985,"Tue, Apr 30, 1985",,Box Score,Utah Jazz,113,Denver Nuggets,130,,
307,1985,"Tue, Apr 30, 1985",,Box Score,Portland Trail Blazers,118,Los Angeles Lakers,134,,
308,1985,"Tue, Apr 30, 1985",,Box Score,Philadelphia 76ers,112,Milwaukee Bucks,108,,
309,1985,"Thu, May 2, 1985",,Box Score,Utah Jazz,123,Denver Nuggets,131,OT,
310,1985,"Thu, May 2, 1985",,Box Score,Boston Celtics,117,Detroit Pistons,125,,
311,1985,"Fri, May 3, 1985",,Box Score,Milwaukee Bucks,104,Philadelphia 76ers,109,,
312,1985,"Fri, May 3, 1985",,Box Score,Los Angeles Lakers,130,Portland Trail Blazers,126,,
313,1985,"Sat, May 4, 1985",,Box Score,Denver Nuggets,123,Utah Jazz,131,,
314,1985,"Sun, May 5, 1985",,Box Score,Boston Celtics,99,Detroit Pistons,102,,
315,1985,"Sun, May 5, 1985",,Box Score,Milwaukee Bucks,112,Philadelphia 76ers,121,,
316,1985,"Sun, May 5, 1985",,Box Score,Los Angeles Lakers,107,Portland Trail Blazers,115,,
317,1985,"Sun, May 5, 1985",,Box Score,Denver Nuggets,125,Utah Jazz,118,,
318,1985,"Tue, May 7, 1985",,Box Score,Utah Jazz,104,Denver Nuggets,116,,
319,1985,"Tue, May 7, 1985",,Box Score,Portland Trail Blazers,120,Los Angeles Lakers,139,,
320,1985,"Wed, May 8, 1985",,Box Score,Detroit Pistons,123,Boston Celtics,130,,
321,1985,"Fri, May 10, 1985",,Box Score,Boston Celtics,123,Detroit Pistons,113,,
322,1985,"Sat, May 11, 1985",,Box Score,Denver Nuggets,122,Los Angeles Lakers,139,,
323,1985,"Sun, May 12, 1985",,Box Score,Philadelphia 76ers,93,Boston Celtics,108,,
324,1985,"Tue, May 14, 1985",,Box Score,Philadelphia 76ers,98,Boston Celtics,106,,
325,1985,"Tue, May 14, 1985",,Box Score,Denver Nuggets,136,Los Angeles Lakers,114,,
326,1985,"Fri, May 17, 1985",,Box Score,Los Angeles Lakers,136,Denver Nuggets,118,,
327,1985,"Sat, May 18, 1985",,Box Score,Boston Celtics,105,Philadelphia 76ers,94,,
328,1985,"Sun, May 19, 1985",,Box Score,Los Angeles Lakers,120,Denver Nuggets,116,,
329,1985,"Sun, May 19, 1985",,Box Score,Boston Celtics,104,Philadelphia 76ers,115,,
330,1985,"Wed, May 22, 1985",,Box Score,Philadelphia 76ers,100,Boston Celtics,102,,
331,1985,"Wed, May 22, 1985",,Box Score,Denver Nuggets,109,Los Angeles Lakers,153,,
332,1985,"Mon, May 27, 1985",,Box Score,Los Angeles Lakers,114,Boston Celtics,148,,
333,1985,"Thu, May 30, 1985",,Box Score,Los Angeles Lakers,109,Boston Celtics,102,,
334,1985,"Sun, Jun 2, 1985",,Box Score,Boston Celtics,111,Los Angeles Lakers,136,,
335,1985,"Wed, Jun 5, 1985",,Box Score,Boston Celtics,107,Los Angeles Lakers,105,,
336,1985,"Fri, Jun 7, 1985",,Box Score,Boston Celtics,111,Los Angeles Lakers,120,,
337,1985,"Sun, Jun 9, 1985",,Box Score,Los Angeles Lakers,111,Boston Celtics,100,,
338,1986,"Thu, Apr 17, 1986",,Box Score,Detroit Pistons,122,Atlanta Hawks,140,,
339,1986,"Thu, Apr 17, 1986",,Box Score,Chicago Bulls,104,Boston Celtics,123,,
340,1986,"Thu, Apr 17, 1986",,Box Score,Sacramento Kings,87,Houston Rockets,107,,
341,1986,"Thu, Apr 17, 1986",,Box Score,San Antonio Spurs,88,Los Angeles Lakers,135,,
342,1986,"Fri, Apr 18, 1986",,Box Score,Utah Jazz,93,Dallas Mavericks,101,,
343,1986,"Fri, Apr 18, 1986",,Box Score,Portland Trail Blazers,126,Denver Nuggets,133,,
344,1986,"Fri, Apr 18, 1986",,Box Score,New Jersey Nets,107,Milwaukee Bucks,119,,
345,1986,"Fri, Apr 18, 1986",,Box Score,Washington Bullets,95,Philadelphia 76ers,94,,
346,1986,"Sat, Apr 19, 1986",,Box Score,Detroit Pistons,125,Atlanta Hawks,137,,
347,1986,"Sat, Apr 19, 1986",,Box Score,Sacramento Kings,103,Houston Rockets,111,,
348,1986,"Sat, Apr 19, 1986",,Box Score,San Antonio Spurs,94,Los Angeles Lakers,122,,
349,1986,"Sun, Apr 20, 1986",,Box Score,Chicago Bulls,131,Boston Celtics,135,2OT,
350,1986,"Sun, Apr 20, 1986",,Box Score,Utah Jazz,106,Dallas Mavericks,113,,
351,1986,"Sun, Apr 20, 1986",,Box Score,Portland Trail Blazers,108,Denver Nuggets,106,,
352,1986,"Sun, Apr 20, 1986",,Box Score,New Jersey Nets,97,Milwaukee Bucks,111,,
353,1986,"Sun, Apr 20, 1986",,Box Score,Washington Bullets,97,Philadelphia 76ers,102,,
354,1986,"Tue, Apr 22, 1986",,Box Score,Boston Celtics,122,Chicago Bulls,104,,
355,1986,"Tue, Apr 22, 1986",,Box Score,Atlanta Hawks,97,Detroit Pistons,106,,
356,1986,"Tue, Apr 22, 1986",,Box Score,Milwaukee Bucks,118,New Jersey Nets,113,,
357,1986,"Tue, Apr 22, 1986",,Box Score,Denver Nuggets,115,Portland Trail Blazers,104,,
358,1986,"Tue, Apr 22, 1986",,Box Score,Houston Rockets,113,Sacramento Kings,98,,
359,1986,"Tue, Apr 22, 1986",,Box Score,Philadelphia 76ers,91,Washington Bullets,86,,
360,1986,"Wed, Apr 23, 1986",,Box Score,Los Angeles Lakers,114,San Antonio Spurs,94,,
361,1986,"Wed, Apr 23, 1986",,Box Score,Dallas Mavericks,98,Utah Jazz,100,,
362,1986,"Thu, Apr 24, 1986",,Box Score,Denver Nuggets,116,Portland Trail Blazers,112,,
363,1986,"Thu, Apr 24, 1986",,Box Score,Philadelphia 76ers,111,Washington Bullets,116,,
364,1986,"Fri, Apr 25, 1986",,Box Score,Atlanta Hawks,114,Detroit Pistons,113,2OT,
365,1986,"Fri, Apr 25, 1986",,Box Score,Dallas Mavericks,117,Utah Jazz,113,,
366,1986,"Sat, Apr 26, 1986",,Box Score,Denver Nuggets,119,Houston Rockets,126,,
367,1986,"Sun, Apr 27, 1986",,Box Score,Atlanta Hawks,91,Boston Celtics,103,,
368,1986,"Sun, Apr 27, 1986",,Box Score,Dallas Mavericks,116,Los Angeles Lakers,130,,
369,1986,"Sun, Apr 27, 1986",,Box Score,Washington Bullets,109,Philadelphia 76ers,134,,
370,1986,"Tue, Apr 29, 1986",,Box Score,Atlanta Hawks,108,Boston Celtics,119,,
371,1986,"Tue, Apr 29, 1986",,Box Score,Denver Nuggets,101,Houston Rockets,119,,
372,1986,"Tue, Apr 29, 1986",,Box Score,Philadelphia 76ers,118,Milwaukee Bucks,112,,
373,1986,"Wed, Apr 30, 1986",,Box Score,Dallas Mavericks,113,Los Angeles Lakers,117,,
374,1986,"Thu, May 1, 1986",,Box Score,Philadelphia 76ers,107,Milwaukee Bucks,119,,
375,1986,"Fri, May 2, 1986",,Box Score,Boston Celtics,111,Atlanta Hawks,107,,
376,1986,"Fri, May 2, 1986",,Box Score,Los Angeles Lakers,108,Dallas Mavericks,110,,
377,1986,"Fri, May 2, 1986",,Box Score,Houston Rockets,115,Denver Nuggets,116,,
378,1986,"Sat, May 3, 1986",,Box Score,Milwaukee Bucks,103,Philadelphia 76ers,107,,
379,1986,"Sun, May 4, 1986",,Box Score,Boston Celtics,94,Atlanta Hawks,106,,
380,1986,"Sun, May 4, 1986",,Box Score,Los Angeles Lakers,118,Dallas Mavericks,120,,
381,1986,"Sun, May 4, 1986",,Box Score,Houston Rockets,111,Denver Nuggets,114,OT,
382,1986,"Mon, May 5, 1986",,Box Score,Milwaukee Bucks,109,Philadelphia 76ers,104,,
383,1986,"Tue, May 6, 1986",,Box Score,Atlanta Hawks,99,Boston Celtics,132,,
384,1986,"Tue, May 6, 1986",,Box Score,Denver Nuggets,103,Houston Rockets,131,,
385,1986,"Tue, May 6, 1986",,Box Score,Dallas Mavericks,113,Los Angeles Lakers,116,,
386,1986,"Wed, May 7, 1986",,Box Score,Philadelphia 76ers,108,Milwaukee Bucks,113,,
387,1986,"Thu, May 8, 1986",,Box Score,Los Angeles Lakers,120,Dallas Mavericks,107,,
388,1986,"Thu, May 8, 1986",,Box Score,Houston Rockets,126,Denver Nuggets,122,2OT,
389,1986,"Fri, May 9, 1986",,Box Score,Milwaukee Bucks,108,Philadelphia 76ers,126,,
390,1986,"Sat, May 10, 1986",,Box Score,Houston Rockets,107,Los Angeles Lakers,119,,
391,1986,"Sun, May 11, 1986",,Box Score,Philadelphia 76ers,112,Milwaukee Bucks,113,,
392,1986,"Tue, May 13, 1986",,Box Score,Milwaukee Bucks,96,Boston Celtics,128,,
393,1986,"Tue, May 13, 1986",,Box Score,Houston Rockets,112,Los Angeles Lakers,102,,
394,1986,"Thu, May 15, 1986",,Box Score,Milwaukee Bucks,111,Boston Celtics,122,,
395,1986,"Fri, May 16, 1986",,Box Score,Los Angeles Lakers,109,Houston Rockets,117,,
396,1986,"Sat, May 17, 1986",,Box Score,Boston Celtics,111,Milwaukee Bucks,107,,
397,1986,"Sun, May 18, 1986",,Box Score,Los Angeles Lakers,95,Houston Rockets,105,,
398,1986,"Sun, May 18, 1986",,Box Score,Boston Celtics,111,Milwaukee Bucks,98,,
399,1986,"Wed, May 21, 1986",,Box Score,Houston Rockets,114,Los Angeles Lakers,112,,
400,1986,"Mon, May 26, 1986",,Box Score,Houston Rockets,100,Boston Celtics,112,,
401,1986,"Thu, May 29, 1986",,Box Score,Houston Rockets,95,Boston Celtics,117,,
402,1986,"Sun, Jun 1, 1986",,Box Score,Boston Celtics,104,Houston Rockets,106,,
403,1986,"Tue, Jun 3, 1986",,Box Score,Boston Celtics,106,Houston Rockets,103,,
404,1986,"Thu, Jun 5, 1986",,Box Score,Boston Celtics,96,Houston Rockets,111,,
405,1986,"Sun, Jun 8, 1986",,Box Score,Houston Rockets,97,Boston Celtics,114,,
406,1987,"Thu, Apr 23, 1987",,Box Score,Chicago Bulls,104,Boston Celtics,108,,
407,1987,"Thu, Apr 23, 1987",,Box Score,Seattle SuperSonics,129,Dallas Mavericks,151,,
408,1987,"Thu, Apr 23, 1987",,Box Score,Denver Nuggets,95,Los Angeles Lakers,128,,
409,1987,"Thu, Apr 23, 1987",,Box Score,Golden State Warriors,85,Utah Jazz,99,,
410,1987,"Fri, Apr 24, 1987",,Box Score,Indiana Pacers,94,Atlanta Hawks,110,,
411,1987,"Fri, Apr 24, 1987",,Box Score,Washington Bullets,92,Detroit Pistons,106,,
412,1987,"Fri, Apr 24, 1987",,Box Score,Philadelphia 76ers,104,Milwaukee Bucks,107,,
413,1987,"Fri, Apr 24, 1987",,Box Score,Houston Rockets,125,Portland Trail Blazers,115,,
414,1987,"Sat, Apr 25, 1987",,Box Score,Seattle SuperSonics,112,Dallas Mavericks,110,,
415,1987,"Sat, Apr 25, 1987",,Box Score,Denver Nuggets,127,Los Angeles Lakers,139,,
416,1987,"Sat, Apr 25, 1987",,Box Score,Golden State Warriors,100,Utah Jazz,103,,
417,1987,"Sun, Apr 26, 1987",,Box Score,Indiana Pacers,93,Atlanta Hawks,94,,
418,1987,"Sun, Apr 26, 1987",,Box Score,Chicago Bulls,96,Boston Celtics,105,,
419,1987,"Sun, Apr 26, 1987",,Box Score,Washington Bullets,85,Detroit Pistons,128,,
420,1987,"Sun, Apr 26, 1987",,Box Score,Philadelphia 76ers,125,Milwaukee Bucks,122,OT,
421,1987,"Sun, Apr 26, 1987",,Box Score,Houston Rockets,98,Portland Trail Blazers,111,,
422,1987,"Tue, Apr 28, 1987",,Box Score,Boston Celtics,105,Chicago Bulls,94,,
423,1987,"Tue, Apr 28, 1987",,Box Score,Portland Trail Blazers,108,Houston Rockets,117,,
424,1987,"Tue, Apr 28, 1987",,Box Score,Dallas Mavericks,107,Seattle SuperSonics,117,,"at Seattle, WA (Clarence S. ""Hec"" Edmundson Pavillion)"
425,1987,"Wed, Apr 29, 1987",,Box Score,Los Angeles Lakers,140,Denver Nuggets,103,,
426,1987,"Wed, Apr 29, 1987",,Box Score,Utah Jazz,95,Golden State Warriors,110,,
427,1987,"Wed, Apr 29, 1987",,Box Score,Atlanta Hawks,87,Indiana Pacers,96,,
428,1987,"Wed, Apr 29, 1987",,Box Score,Milwaukee Bucks,121,Philadelphia 76ers,120,,
429,1987,"Wed, Apr 29, 1987",,Box Score,Detroit Pistons,97,Washington Bullets,96,,
430,1987,"Thu, Apr 30, 1987",,Box Score,Portland Trail Blazers,101,Houston Rockets,113,,
431,1987,"Thu, Apr 30, 1987",,Box Score,Dallas Mavericks,98,Seattle SuperSonics,124,,"at Seattle, WA (Clarence S. ""Hec"" Edmundson Pavillion)"
432,1987,"Fri, May 1, 1987",,Box Score,Utah Jazz,94,Golden State Warriors,98,,
433,1987,"Fri, May 1, 1987",,Box Score,Atlanta Hawks,101,Indiana Pacers,97,,
434,1987,"Fri, May 1, 1987",,Box Score,Milwaukee Bucks,118,Philadelphia 76ers,124,,
435,1987,"Sat, May 2, 1987",,Box Score,Seattle SuperSonics,111,Houston Rockets,106,OT,
436,1987,"Sun, May 3, 1987",,Box Score,Detroit Pistons,112,Atlanta Hawks,111,,
437,1987,"Sun, May 3, 1987",,Box Score,Philadelphia 76ers,89,Milwaukee Bucks,102,,
438,1987,"Sun, May 3, 1987",,Box Score,Golden State Warriors,118,Utah Jazz,113,,
439,1987,"Tue, May 5, 1987",,Box Score,Detroit Pistons,102,Atlanta Hawks,115,,
440,1987,"Tue, May 5, 1987",,Box Score,Milwaukee Bucks,98,Boston Celtics,111,,
441,1987,"Tue, May 5, 1987",,Box Score,Seattle SuperSonics,99,Houston Rockets,97,,
442,1987,"Tue, May 5, 1987",,Box Score,Golden State Warriors,116,Los Angeles Lakers,125,,
443,1987,"Wed, May 6, 1987",,Box Score,Milwaukee Bucks,124,Boston Celtics,126,,
444,1987,"Thu, May 7, 1987",,Box Score,Golden State Warriors,101,Los Angeles Lakers,116,,
445,1987,"Thu, May 7, 1987",,Box Score,Houston Rockets,102,Seattle SuperSonics,84,,
446,1987,"Fri, May 8, 1987",,Box Score,Atlanta Hawks,99,Detroit Pistons,108,,
447,1987,"Fri, May 8, 1987",,Box Score,Boston Celtics,121,Milwaukee Bucks,126,OT,
448,1987,"Sat, May 9, 1987",,Box Score,Los Angeles Lakers,133,Golden State Warriors,108,,
449,1987,"Sat, May 9, 1987",,Box Score,Houston Rockets,102,Seattle SuperSonics,117,,
450,1987,"Sun, May 10, 1987",,Box Score,Atlanta Hawks,88,Detroit Pistons,89,,
451,1987,"Sun, May 10, 1987",,Box Score,Los Angeles Lakers,121,Golden State Warriors,129,,
452,1987,"Sun, May 10, 1987",,Box Score,Boston Celtics,138,Milwaukee Bucks,137,2OT,
453,1987,"Tue, May 12, 1987",,Box Score,Seattle SuperSonics,107,Houston Rockets,112,,
454,1987,"Tue, May 12, 1987",,Box Score,Golden State Warriors,106,Los Angeles Lakers,118,,
455,1987,"Wed, May 13, 1987",,Box Score,Detroit Pistons,104,Atlanta Hawks,96,,
456,1987,"Wed, May 13, 1987",,Box Score,Milwaukee Bucks,129,Boston Celtics,124,,
457,1987,"Thu, May 14, 1987",,Box Score,Houston Rockets,125,Seattle SuperSonics,128,2OT,
458,1987,"Fri, May 15, 1987",,Box Score,Boston Celtics,111,Milwaukee Bucks,121,,
459,1987,"Sat, May 16, 1987",,Box Score,Seattle SuperSonics,87,Los Angeles Lakers,92,,
460,1987,"Sun, May 17, 1987",,Box Score,Milwaukee Bucks,113,Boston Celtics,119,,
461,1987,"Tue, May 19, 1987",,Box Score,Detroit Pistons,91,Boston Celtics,104,,
462,1987,"Tue, May 19, 1987",,Box Score,Seattle SuperSonics,104,Los Angeles Lakers,112,,
463,1987,"Thu, May 21, 1987",,Box Score,Detroit Pistons,101,Boston Celtics,110,,
464,1987,"Sat, May 23, 1987",,Box Score,Boston Celtics,104,Detroit Pistons,122,,
465,1987,"Sat, May 23, 1987",,Box Score,Los Angeles Lakers,122,Seattle SuperSonics,121,,
466,1987,"Sun, May 24, 1987",,Box Score,Boston Celtics,119,Detroit Pistons,145,,
467,1987,"Mon, May 25, 1987",,Box Score,Los Angeles Lakers,133,Seattle SuperSonics,102,,
468,1987,"Tue, May 26, 1987",,Box Score,Detroit Pistons,107,Boston Celtics,108,,
469,1987,"Thu, May 28, 1987",,Box Score,Boston Celtics,105,Detroit Pistons,113,,
470,1987,"Sat, May 30, 1987",,Box Score,Detroit Pistons,114,Boston Celtics,117,,
471,1987,"Tue, Jun 2, 1987",,Box Score,Boston Celtics,113,Los Angeles Lakers,126,,
472,1987,"Thu, Jun 4, 1987",,Box Score,Boston Celtics,122,Los Angeles Lakers,141,,
473,1987,"Sun, Jun 7, 1987",,Box Score,Los Angeles Lakers,103,Boston Celtics,109,,
474,1987,"Tue, Jun 9, 1987",,Box Score,Los Angeles Lakers,107,Boston Celtics,106,,
475,1987,"Thu, Jun 11, 1987",,Box Score,Los Angeles Lakers,108,Boston Celtics,123,,
476,1987,"Sun, Jun 14, 1987",,Box Score,Boston Celtics,93,Los Angeles Lakers,106,,
477,1988,"Thu, Apr 28, 1988",,Box Score,Cleveland Cavaliers,93,Chicago Bulls,104,,
478,1988,"Thu, Apr 28, 1988",,Box Score,Houston Rockets,110,Dallas Mavericks,120,,
479,1988,"Thu, Apr 28, 1988",,Box Score,Washington Bullets,87,Detroit Pistons,96,,
480,1988,"Thu, Apr 28, 1988",,Box Score,Utah Jazz,96,Portland Trail Blazers,108,,
481,1988,"Fri, Apr 29, 1988",,Box Score,Milwaukee Bucks,107,Atlanta Hawks,110,,
482,1988,"Fri, Apr 29, 1988",,Box Score,New York Knicks,92,Boston Celtics,112,,
483,1988,"Fri, Apr 29, 1988",,Box Score,Seattle SuperSonics,123,Denver Nuggets,126,,
484,1988,"Fri, Apr 29, 1988",,Box Score,San Antonio Spurs,110,Los Angeles Lakers,122,,
485,1988,"Sat, Apr 30, 1988",,Box Score,Houston Rockets,119,Dallas Mavericks,108,,
486,1988,"Sat, Apr 30, 1988",,Box Score,Washington Bullets,101,Detroit Pistons,102,,
487,1988,"Sat, Apr 30, 1988",,Box Score,Utah Jazz,114,Portland Trail Blazers,105,,
488,1988,"Sun, May 1, 1988",,Box Score,Milwaukee Bucks,97,Atlanta Hawks,104,,
489,1988,"Sun, May 1, 1988",,Box Score,New York Knicks,102,Boston Celtics,128,,
490,1988,"Sun, May 1, 1988",,Box Score,Cleveland Cavaliers,101,Chicago Bulls,106,,
491,1988,"Sun, May 1, 1988",,Box Score,Seattle SuperSonics,111,Denver Nuggets,91,,
492,1988,"Sun, May 1, 1988",,Box Score,San Antonio Spurs,112,Los Angeles Lakers,130,,
493,1988,"Mon, May 2, 1988",,Box Score,Detroit Pistons,106,Washington Bullets,114,OT,
494,1988,"Tue, May 3, 1988",,Box Score,Chicago Bulls,102,Cleveland Cavaliers,110,,
495,1988,"Tue, May 3, 1988",,Box Score,Dallas Mavericks,93,Houston Rockets,92,,
496,1988,"Tue, May 3, 1988",,Box Score,Los Angeles Lakers,109,San Antonio Spurs,107,,
497,1988,"Tue, May 3, 1988",,Box Score,Denver Nuggets,125,Seattle SuperSonics,114,,
498,1988,"Wed, May 4, 1988",,Box Score,Atlanta Hawks,115,Milwaukee Bucks,123,,
499,1988,"Wed, May 4, 1988",,Box Score,Boston Celtics,100,New York Knicks,109,,
500,1988,"Wed, May 4, 1988",,Box Score,Portland Trail Blazers,108,Utah Jazz,113,,
501,1988,"Wed, May 4, 1988",,Box Score,Detroit Pistons,103,Washington Bullets,106,,
502,1988,"Thu, May 5, 1988",,Box Score,Chicago Bulls,91,Cleveland Cavaliers,97,,
503,1988,"Thu, May 5, 1988",,Box Score,Dallas Mavericks,107,Houston Rockets,97,,
504,1988,"Thu, May 5, 1988",,Box Score,Denver Nuggets,117,Seattle SuperSonics,127,,
505,1988,"Fri, May 6, 1988",,Box Score,Atlanta Hawks,99,Milwaukee Bucks,105,,
506,1988,"Fri, May 6, 1988",,Box Score,Boston Celtics,102,New York Knicks,94,,
507,1988,"Fri, May 6, 1988",,Box Score,Portland Trail Blazers,96,Utah Jazz,111,,
508,1988,"Sat, May 7, 1988",,Box Score,Seattle SuperSonics,96,Denver Nuggets,115,,
509,1988,"Sun, May 8, 1988",,Box Score,Milwaukee Bucks,111,Atlanta Hawks,121,,
510,1988,"Sun, May 8, 1988",,Box Score,Cleveland Cavaliers,101,Chicago Bulls,107,,
511,1988,"Sun, May 8, 1988",,Box Score,Washington Bullets,78,Detroit Pistons,99,,
512,1988,"Sun, May 8, 1988",,Box Score,Utah Jazz,91,Los Angeles Lakers,110,,
513,1988,"Tue, May 10, 1988",,Box Score,Dallas Mavericks,115,Denver Nuggets,126,,
514,1988,"Tue, May 10, 1988",,Box Score,Chicago Bulls,82,Detroit Pistons,93,,
515,1988,"Tue, May 10, 1988",,Box Score,Utah Jazz,101,Los Angeles Lakers,97,,
516,1988,"Wed, May 11, 1988",,Box Score,Atlanta Hawks,101,Boston Celtics,110,,
517,1988,"Thu, May 12, 1988",,Box Score,Dallas Mavericks,112,Denver Nuggets,108,,
518,1988,"Thu, May 12, 1988",,Box Score,Chicago Bulls,105,Detroit Pistons,95,,
519,1988,"Fri, May 13, 1988",,Box Score,Atlanta Hawks,97,Boston Celtics,108,,
520,1988,"Fri, May 13, 1988",,Box Score,Los Angeles Lakers,89,Utah Jazz,96,,
521,1988,"Sat, May 14, 1988",,Box Score,Detroit Pistons,101,Chicago Bulls,79,,
522,1988,"Sat, May 14, 1988",,Box Score,Denver Nuggets,107,Dallas Mavericks,105,,
523,1988,"Sun, May 15, 1988",,Box Score,Boston Celtics,92,Atlanta Hawks,110,,
524,1988,"Sun, May 15, 1988",,Box Score,Detroit Pistons,96,Chicago Bulls,77,,
525,1988,"Sun, May 15, 1988",,Box Score,Denver Nuggets,103,Dallas Mavericks,124,,
526,1988,"Sun, May 15, 1988",,Box Score,Los Angeles Lakers,113,Utah Jazz,100,,
527,1988,"Mon, May 16, 1988",,Box Score,Boston Celtics,109,Atlanta Hawks,118,,
528,1988,"Tue, May 17, 1988",,Box Score,Dallas Mavericks,110,Denver Nuggets,106,,
529,1988,"Tue, May 17, 1988",,Box Score,Utah Jazz,109,Los Angeles Lakers,111,,
530,1988,"Wed, May 18, 1988",,Box Score,Atlanta Hawks,112,Boston Celtics,104,,
531,1988,"Wed, May 18, 1988",,Box Score,Chicago Bulls,95,Detroit Pistons,102,,
532,1988,"Thu, May 19, 1988",,Box Score,Denver Nuggets,95,Dallas Mavericks,108,,
533,1988,"Thu, May 19, 1988",,Box Score,Los Angeles Lakers,80,Utah Jazz,108,,
534,1988,"Fri, May 20, 1988",,Box Score,Boston Celtics,102,Atlanta Hawks,100,,
535,1988,"Sat, May 21, 1988",,Box Score,Utah Jazz,98,Los Angeles Lakers,109,,
536,1988,"Sun, May 22, 1988",,Box Score,Atlanta Hawks,116,Boston Celtics,118,,
537,1988,"Mon, May 23, 1988",,Box Score,Dallas Mavericks,98,Los Angeles Lakers,113,,
538,1988,"Wed, May 25, 1988",,Box Score,Detroit Pistons,104,Boston Celtics,96,,
539,1988,"Wed, May 25, 1988",,Box Score,Dallas Mavericks,101,Los Angeles Lakers,123,,
540,1988,"Thu, May 26, 1988",,Box Score,Detroit Pistons,115,Boston Celtics,119,2OT,
541,1988,"Fri, May 27, 1988",,Box Score,Los Angeles Lakers,94,Dallas Mavericks,106,,
