,Season,Date,Start (ET),,Visitor/Neutral,PTS,Home/Neutral,HPTS,,Notes
2217,2010,"Thu, May 27, 2010",6:00 pm,Box Score,Phoenix Suns,101,Los Angeles Lakers,103,,
2218,2010,"Fri, May 28, 2010",8:30 pm,Box Score,Orlando Magic,84,Boston Celtics,96,,
2219,2010,"Sat, May 29, 2010",5:30 pm,Box Score,Los Angeles Lakers,111,Phoenix Suns,103,,
2220,2010,"Thu, Jun 3, 2010",6:00 pm,Box Score,Boston Celtics,89,Los Angeles Lakers,102,,
2221,2010,"Sun, Jun 6, 2010",5:00 pm,Box Score,Boston Celtics,103,Los Angeles Lakers,94,,
2222,2010,"Tue, Jun 8, 2010",9:00 pm,Box Score,Los Angeles Lakers,91,Boston Celtics,84,,
2223,2010,"Thu, Jun 10, 2010",9:00 pm,Box Score,Los Angeles Lakers,89,Boston Celtics,96,,
2224,2010,"Sun, Jun 13, 2010",8:00 pm,Box Score,Los Angeles Lakers,86,Boston Celtics,92,,
2225,2010,"Tue, Jun 15, 2010",6:00 pm,Box Score,Boston Celtics,67,Los Angeles Lakers,89,,
2226,2010,"Thu, Jun 17, 2010",6:00 pm,Box Score,Boston Celtics,79,Los Angeles Lakers,83,,
2227,2011,"Sat, Apr 16, 2011",12:00 pm,Box Score,Indiana Pacers,99,Chicago Bulls,104,,
2228,2011,"Sat, Apr 16, 2011",8:30 pm,Box Score,Portland Trail Blazers,81,Dallas Mavericks,89,,
2229,2011,"Sat, Apr 16, 2011",3:30 pm,Box Score,Philadelphia 76ers,89,Miami Heat,97,,
2230,2011,"Sat, Apr 16, 2011",7:00 pm,Box Score,Atlanta Hawks,103,Orlando Magic,93,,
2231,2011,"Sun, Apr 17, 2011",7:00 pm,Box Score,New York Knicks,85,Boston Celtics,87,,
2232,2011,"Sun, Apr 17, 2011",12:30 pm,Box Score,New Orleans Hornets,109,Los Angeles Lakers,100,,
2233,2011,"Sun, Apr 17, 2011",8:30 pm,Box Score,Denver Nuggets,103,Oklahoma City Thunder,107,,
2234,2011,"Sun, Apr 17, 2011",12:00 pm,Box Score,Memphis Grizzlies,101,San Antonio Spurs,98,,
2235,2011,"Mon, Apr 18, 2011",8:30 pm,Box Score,Indiana Pacers,90,Chicago Bulls,96,,
2236,2011,"Mon, Apr 18, 2011",7:00 pm,Box Score,Philadelphia 76ers,73,Miami Heat,94,,
2237,2011,"Tue, Apr 19, 2011",7:00 pm,Box Score,New York Knicks,93,Boston Celtics,96,,
2238,2011,"Tue, Apr 19, 2011",8:30 pm,Box Score,Portland Trail Blazers,89,Dallas Mavericks,101,,
2239,2011,"Tue, Apr 19, 2011",7:30 pm,Box Score,Atlanta Hawks,82,Orlando Magic,88,,
2240,2011,"Wed, Apr 20, 2011",7:30 pm,Box Score,New Orleans Hornets,78,Los Angeles Lakers,87,,
2241,2011,"Wed, Apr 20, 2011",7:00 pm,Box Score,Denver Nuggets,89,Oklahoma City Thunder,106,,
2242,2011,"Wed, Apr 20, 2011",7:30 pm,Box Score,Memphis Grizzlies,87,San Antonio Spurs,93,,
2243,2011,"Thu, Apr 21, 2011",7:00 pm,Box Score,Chicago Bulls,88,Indiana Pacers,84,,
2244,2011,"Thu, Apr 21, 2011",8:00 pm,Box Score,Miami Heat,100,Philadelphia 76ers,94,,
2245,2011,"Thu, Apr 21, 2011",7:30 pm,Box Score,Dallas Mavericks,92,Portland Trail Blazers,97,,
2246,2011,"Fri, Apr 22, 2011",8:00 pm,Box Score,Orlando Magic,84,Atlanta Hawks,88,,
2247,2011,"Fri, Apr 22, 2011",8:30 pm,Box Score,Los Angeles Lakers,100,New Orleans Hornets,86,,
2248,2011,"Fri, Apr 22, 2011",7:00 pm,Box Score,Boston Celtics,113,New York Knicks,96,,
2249,2011,"Sat, Apr 23, 2011",8:00 pm,Box Score,Oklahoma City Thunder,97,Denver Nuggets,94,,
2250,2011,"Sat, Apr 23, 2011",2:30 pm,Box Score,Chicago Bulls,84,Indiana Pacers,89,,
2251,2011,"Sat, Apr 23, 2011",6:30 pm,Box Score,San Antonio Spurs,88,Memphis Grizzlies,91,,
2252,2011,"Sat, Apr 23, 2011",2:00 pm,Box Score,Dallas Mavericks,82,Portland Trail Blazers,84,,
2253,2011,"Sun, Apr 24, 2011",7:00 pm,Box Score,Orlando Magic,85,Atlanta Hawks,88,,
2254,2011,"Sun, Apr 24, 2011",8:30 pm,Box Score,Los Angeles Lakers,88,New Orleans Hornets,93,,
2255,2011,"Sun, Apr 24, 2011",3:30 pm,Box Score,Boston Celtics,101,New York Knicks,89,,
2256,2011,"Sun, Apr 24, 2011",1:00 pm,Box Score,Miami Heat,82,Philadelphia 76ers,86,,
2257,2011,"Mon, Apr 25, 2011",7:30 pm,Box Score,Portland Trail Blazers,82,Dallas Mavericks,93,,
2258,2011,"Mon, Apr 25, 2011",8:30 pm,Box Score,Oklahoma City Thunder,101,Denver Nuggets,104,,
2259,2011,"Mon, Apr 25, 2011",7:00 pm,Box Score,San Antonio Spurs,86,Memphis Grizzlies,104,,
2260,2011,"Tue, Apr 26, 2011",7:00 pm,Box Score,Indiana Pacers,89,Chicago Bulls,116,,
2261,2011,"Tue, Apr 26, 2011",7:30 pm,Box Score,New Orleans Hornets,90,Los Angeles Lakers,106,,
2262,2011,"Tue, Apr 26, 2011",7:30 pm,Box Score,Atlanta Hawks,76,Orlando Magic,101,,
2263,2011,"Wed, Apr 27, 2011",7:00 pm,Box Score,Philadelphia 76ers,91,Miami Heat,97,,
2264,2011,"Wed, Apr 27, 2011",8:30 pm,Box Score,Denver Nuggets,97,Oklahoma City Thunder,100,,
2265,2011,"Wed, Apr 27, 2011",7:30 pm,Box Score,Memphis Grizzlies,103,San Antonio Spurs,110,OT,
2266,2011,"Thu, Apr 28, 2011",7:30 pm,Box Score,Orlando Magic,81,Atlanta Hawks,84,,
2267,2011,"Thu, Apr 28, 2011",7:00 pm,Box Score,Los Angeles Lakers,98,New Orleans Hornets,80,,
2268,2011,"Thu, Apr 28, 2011",7:30 pm,Box Score,Dallas Mavericks,103,Portland Trail Blazers,96,,
2269,2011,"Fri, Apr 29, 2011",8:00 pm,Box Score,San Antonio Spurs,91,Memphis Grizzlies,99,,
2270,2011,"Sun, May 1, 2011",3:30 pm,Box Score,Boston Celtics,90,Miami Heat,99,,
2271,2011,"Sun, May 1, 2011",12:00 pm,Box Score,Memphis Grizzlies,114,Oklahoma City Thunder,101,,
2272,2011,"Mon, May 2, 2011",7:00 pm,Box Score,Atlanta Hawks,103,Chicago Bulls,95,,
2273,2011,"Mon, May 2, 2011",7:30 pm,Box Score,Dallas Mavericks,96,Los Angeles Lakers,94,,
2274,2011,"Tue, May 3, 2011",7:00 pm,Box Score,Boston Celtics,91,Miami Heat,102,,
2275,2011,"Tue, May 3, 2011",8:30 pm,Box Score,Memphis Grizzlies,102,Oklahoma City Thunder,111,,
2276,2011,"Wed, May 4, 2011",7:00 pm,Box Score,Atlanta Hawks,73,Chicago Bulls,86,,
2277,2011,"Wed, May 4, 2011",7:30 pm,Box Score,Dallas Mavericks,93,Los Angeles Lakers,81,,
2278,2011,"Fri, May 6, 2011",7:00 pm,Box Score,Chicago Bulls,99,Atlanta Hawks,82,,
2279,2011,"Fri, May 6, 2011",8:30 pm,Box Score,Los Angeles Lakers,92,Dallas Mavericks,98,,
2280,2011,"Sat, May 7, 2011",8:00 pm,Box Score,Miami Heat,81,Boston Celtics,97,,
2281,2011,"Sat, May 7, 2011",4:00 pm,Box Score,Oklahoma City Thunder,93,Memphis Grizzlies,101,OT,
2282,2011,"Sun, May 8, 2011",8:00 pm,Box Score,Chicago Bulls,88,Atlanta Hawks,100,,
2283,2011,"Sun, May 8, 2011",2:30 pm,Box Score,Los Angeles Lakers,86,Dallas Mavericks,122,,
2284,2011,"Mon, May 9, 2011",7:00 pm,Box Score,Miami Heat,98,Boston Celtics,90,OT,
2285,2011,"Mon, May 9, 2011",8:30 pm,Box Score,Oklahoma City Thunder,133,Memphis Grizzlies,123,3OT,
2286,2011,"Tue, May 10, 2011",7:00 pm,Box Score,Atlanta Hawks,83,Chicago Bulls,95,,
2287,2011,"Wed, May 11, 2011",7:00 pm,Box Score,Boston Celtics,87,Miami Heat,97,,
2288,2011,"Wed, May 11, 2011",8:30 pm,Box Score,Memphis Grizzlies,72,Oklahoma City Thunder,99,,
2289,2011,"Thu, May 12, 2011",8:00 pm,Box Score,Chicago Bulls,93,Atlanta Hawks,73,,
2290,2011,"Fri, May 13, 2011",8:00 pm,Box Score,Oklahoma City Thunder,83,Memphis Grizzlies,95,,
2291,2011,"Sun, May 15, 2011",7:00 pm,Box Score,Miami Heat,82,Chicago Bulls,103,,
2292,2011,"Sun, May 15, 2011",2:30 pm,Box Score,Memphis Grizzlies,90,Oklahoma City Thunder,105,,
2293,2011,"Tue, May 17, 2011",8:00 pm,Box Score,Oklahoma City Thunder,112,Dallas Mavericks,121,,
2294,2011,"Wed, May 18, 2011",7:30 pm,Box Score,Miami Heat,85,Chicago Bulls,75,,
2295,2011,"Thu, May 19, 2011",8:00 pm,Box Score,Oklahoma City Thunder,106,Dallas Mavericks,100,,
2296,2011,"Sat, May 21, 2011",8:00 pm,Box Score,Dallas Mavericks,93,Oklahoma City Thunder,87,,
2297,2011,"Sun, May 22, 2011",8:30 pm,Box Score,Chicago Bulls,85,Miami Heat,96,,
2298,2011,"Mon, May 23, 2011",8:00 pm,Box Score,Dallas Mavericks,112,Oklahoma City Thunder,105,OT,
2299,2011,"Tue, May 24, 2011",8:30 pm,Box Score,Chicago Bulls,93,Miami Heat,101,OT,
2300,2011,"Wed, May 25, 2011",8:00 pm,Box Score,Oklahoma City Thunder,96,Dallas Mavericks,100,,
2301,2011,"Thu, May 26, 2011",7:30 pm,Box Score,Miami Heat,83,Chicago Bulls,80,,
2302,2011,"Tue, May 31, 2011",9:00 pm,Box Score,Dallas Mavericks,84,Miami Heat,92,,
2303,2011,"Thu, Jun 2, 2011",9:00 pm,Box Score,Dallas Mavericks,95,Miami Heat,93,,
2304,2011,"Sun, Jun 5, 2011",7:00 pm,Box Score,Miami Heat,88,Dallas Mavericks,86,,
2305,2011,"Tue, Jun 7, 2011",8:00 pm,Box Score,Miami Heat,83,Dallas Mavericks,86,,
2306,2011,"Thu, Jun 9, 2011",8:00 pm,Box Score,Miami Heat,103,Dallas Mavericks,112,,
2307,2011,"Sun, Jun 12, 2011",8:00 pm,Box Score,Dallas Mavericks,105,Miami Heat,95,,
2308,2012,"Sat, Apr 28, 2012",12:00 pm,Box Score,Philadelphia 76ers,91,Chicago Bulls,103,,
2309,2012,"Sat, Apr 28, 2012",7:00 pm,Box Score,Orlando Magic,81,Indiana Pacers,77,,
2310,2012,"Sat, Apr 28, 2012",3:30 pm,Box Score,New York Knicks,67,Miami Heat,100,,
2311,2012,"Sat, Apr 28, 2012",8:30 pm,Box Score,Dallas Mavericks,98,Oklahoma City Thunder,99,,
2312,2012,"Sun, Apr 29, 2012",7:00 pm,Box Score,Boston Celtics,74,Atlanta Hawks,83,,
2313,2012,"Sun, Apr 29, 2012",12:30 pm,Box Score,Denver Nuggets,88,Los Angeles Lakers,103,,
2314,2012,"Sun, Apr 29, 2012",8:30 pm,Box Score,Los Angeles Clippers,99,Memphis Grizzlies,98,,
2315,2012,"Sun, Apr 29, 2012",12:00 pm,Box Score,Utah Jazz,91,San Antonio Spurs,106,,
2316,2012,"Mon, Apr 30, 2012",7:30 pm,Box Score,Orlando Magic,78,Indiana Pacers,93,,
2317,2012,"Mon, Apr 30, 2012",7:00 pm,Box Score,New York Knicks,94,Miami Heat,104,,
2318,2012,"Mon, Apr 30, 2012",8:30 pm,Box Score,Dallas Mavericks,99,Oklahoma City Thunder,102,,
2319,2012,"Tue, May 1, 2012",7:30 pm,Box Score,Boston Celtics,87,Atlanta Hawks,80,,
2320,2012,"Tue, May 1, 2012",7:00 pm,Box Score,Philadelphia 76ers,109,Chicago Bulls,92,,
2321,2012,"Tue, May 1, 2012",7:30 pm,Box Score,Denver Nuggets,100,Los Angeles Lakers,104,,
2322,2012,"Wed, May 2, 2012",8:30 pm,Box Score,Los Angeles Clippers,98,Memphis Grizzlies,105,,
2323,2012,"Wed, May 2, 2012",7:30 pm,Box Score,Indiana Pacers,97,Orlando Magic,74,,
2324,2012,"Wed, May 2, 2012",6:00 pm,Box Score,Utah Jazz,83,San Antonio Spurs,114,,
2325,2012,"Thu, May 3, 2012",8:30 pm,Box Score,Oklahoma City Thunder,95,Dallas Mavericks,79,,
2326,2012,"Thu, May 3, 2012",7:00 pm,Box Score,Miami Heat,87,New York Knicks,70,,
2327,2012,"Fri, May 4, 2012",7:30 pm,Box Score,Atlanta Hawks,84,Boston Celtics,90,OT,
2328,2012,"Fri, May 4, 2012",8:30 pm,Box Score,Los Angeles Lakers,84,Denver Nuggets,99,,
2329,2012,"Fri, May 4, 2012",8:00 pm,Box Score,Chicago Bulls,74,Philadelphia 76ers,79,,
2330,2012,"Sat, May 5, 2012",6:30 pm,Box Score,Oklahoma City Thunder,103,Dallas Mavericks,97,,
2331,2012,"Sat, May 5, 2012",1:30 pm,Box Score,Memphis Grizzlies,86,Los Angeles Clippers,87,,
2332,2012,"Sat, May 5, 2012",2:00 pm,Box Score,Indiana Pacers,101,Orlando Magic,99,OT,
2333,2012,"Sat, May 5, 2012",8:00 pm,Box Score,San Antonio Spurs,102,Utah Jazz,90,,
2334,2012,"Sun, May 6, 2012",7:00 pm,Box Score,Atlanta Hawks,79,Boston Celtics,101,,
2335,2012,"Sun, May 6, 2012",7:30 pm,Box Score,Los Angeles Lakers,92,Denver Nuggets,88,,
2336,2012,"Sun, May 6, 2012",3:30 pm,Box Score,Miami Heat,87,New York Knicks,89,,
2337,2012,"Sun, May 6, 2012",1:00 pm,Box Score,Chicago Bulls,82,Philadelphia 76ers,89,,
2338,2012,"Mon, May 7, 2012",7:30 pm,Box Score,Memphis Grizzlies,97,Los Angeles Clippers,101,OT,
2339,2012,"Mon, May 7, 2012",6:00 pm,Box Score,San Antonio Spurs,87,Utah Jazz,81,,
2340,2012,"Tue, May 8, 2012",8:00 pm,Box Score,Boston Celtics,86,Atlanta Hawks,87,,
2341,2012,"Tue, May 8, 2012",8:30 pm,Box Score,Philadelphia 76ers,69,Chicago Bulls,77,,
2342,2012,"Tue, May 8, 2012",7:00 pm,Box Score,Orlando Magic,87,Indiana Pacers,105,,
2343,2012,"Tue, May 8, 2012",7:30 pm,Box Score,Denver Nuggets,102,Los Angeles Lakers,99,,
2344,2012,"Wed, May 9, 2012",8:30 pm,Box Score,Los Angeles Clippers,80,Memphis Grizzlies,92,,
2345,2012,"Wed, May 9, 2012",7:00 pm,Box Score,New York Knicks,94,Miami Heat,106,,
2346,2012,"Thu, May 10, 2012",8:00 pm,Box Score,Atlanta Hawks,80,Boston Celtics,83,,
2347,2012,"Thu, May 10, 2012",8:30 pm,Box Score,Los Angeles Lakers,96,Denver Nuggets,113,,
2348,2012,"Thu, May 10, 2012",7:00 pm,Box Score,Chicago Bulls,78,Philadelphia 76ers,79,,
2349,2012,"Fri, May 11, 2012",6:00 pm,Box Score,Memphis Grizzlies,90,Los Angeles Clippers,88,,
2350,2012,"Sat, May 12, 2012",8:00 pm,Box Score,Philadelphia 76ers,91,Boston Celtics,92,,
2351,2012,"Sat, May 12, 2012",7:30 pm,Box Score,Denver Nuggets,87,Los Angeles Lakers,96,,
2352,2012,"Sun, May 13, 2012",12:00 pm,Box Score,Los Angeles Clippers,82,Memphis Grizzlies,72,,
2353,2012,"Sun, May 13, 2012",3:30 pm,Box Score,Indiana Pacers,86,Miami Heat,95,,
2354,2012,"Mon, May 14, 2012",7:00 pm,Box Score,Philadelphia 76ers,82,Boston Celtics,81,,
2355,2012,"Mon, May 14, 2012",8:30 pm,Box Score,Los Angeles Lakers,90,Oklahoma City Thunder,119,,
2356,2012,"Tue, May 15, 2012",7:00 pm,Box Score,Indiana Pacers,78,Miami Heat,75,,
2357,2012,"Tue, May 15, 2012",8:30 pm,Box Score,Los Angeles Clippers,92,San Antonio Spurs,108,,
2358,2012,"Wed, May 16, 2012",8:30 pm,Box Score,Los Angeles Lakers,75,Oklahoma City Thunder,77,,
2359,2012,"Wed, May 16, 2012",7:00 pm,Box Score,Boston Celtics,107,Philadelphia 76ers,91,,
2360,2012,"Thu, May 17, 2012",7:00 pm,Box Score,Miami Heat,75,Indiana Pacers,94,,
2361,2012,"Thu, May 17, 2012",8:30 pm,Box Score,Los Angeles Clippers,88,San Antonio Spurs,105,,
2362,2012,"Fri, May 18, 2012",7:30 pm,Box Score,Oklahoma City Thunder,96,Los Angeles Lakers,99,,
2363,2012,"Fri, May 18, 2012",8:00 pm,Box Score,Boston Celtics,83,Philadelphia 76ers,92,,
2364,2012,"Sat, May 19, 2012",12:30 pm,Box Score,San Antonio Spurs,96,Los Angeles Clippers,86,,
2365,2012,"Sat, May 19, 2012",7:30 pm,Box Score,Oklahoma City Thunder,103,Los Angeles Lakers,100,,
2366,2012,"Sun, May 20, 2012",3:30 pm,Box Score,Miami Heat,101,Indiana Pacers,93,,
2367,2012,"Sun, May 20, 2012",7:30 pm,Box Score,San Antonio Spurs,102,Los Angeles Clippers,99,,
2368,2012,"Mon, May 21, 2012",7:00 pm,Box Score,Philadelphia 76ers,85,Boston Celtics,101,,
2369,2012,"Mon, May 21, 2012",8:30 pm,Box Score,Los Angeles Lakers,90,Oklahoma City Thunder,106,,
2370,2012,"Tue, May 22, 2012",8:00 pm,Box Score,Indiana Pacers,83,Miami Heat,115,,
2371,2012,"Wed, May 23, 2012",8:00 pm,Box Score,Boston Celtics,75,Philadelphia 76ers,82,,
2372,2012,"Thu, May 24, 2012",8:00 pm,Box Score,Miami Heat,105,Indiana Pacers,93,,
2373,2012,"Sat, May 26, 2012",8:00 pm,Box Score,Philadelphia 76ers,75,Boston Celtics,85,,
2374,2012,"Sun, May 27, 2012",7:30 pm,Box Score,Oklahoma City Thunder,98,San Antonio Spurs,101,,
2375,2012,"Mon, May 28, 2012",8:30 pm,Box Score,Boston Celtics,79,Miami Heat,93,,
2376,2012,"Tue, May 29, 2012",8:00 pm,Box Score,Oklahoma City Thunder,111,San Antonio Spurs,120,,
2377,2012,"Wed, May 30, 2012",8:30 pm,Box Score,Boston Celtics,111,Miami Heat,115,OT,
2378,2012,"Thu, May 31, 2012",8:00 pm,Box Score,San Antonio Spurs,82,Oklahoma City Thunder,102,,
2379,2012,"Fri, Jun 1, 2012",8:30 pm,Box Score,Miami Heat,91,Boston Celtics,101,,
2380,2012,"Sat, Jun 2, 2012",7:30 pm,Box Score,San Antonio Spurs,103,Oklahoma City Thunder,109,,
2381,2012,"Sun, Jun 3, 2012",8:30 pm,Box Score,Miami Heat,91,Boston Celtics,93,OT,
2382,2012,"Mon, Jun 4, 2012",8:00 pm,Box Score,Oklahoma City Thunder,108,San Antonio Spurs,103,,
2383,2012,"Tue, Jun 5, 2012",8:30 pm,Box Score,Boston Celtics,94,Miami Heat,90,,
2384,2012,"Wed, Jun 6, 2012",8:00 pm,Box Score,San Antonio Spurs,99,Oklahoma City Thunder,107,,
2385,2012,"Thu, Jun 7, 2012",8:30 pm,Box Score,Miami Heat,98,Boston Celtics,79,,
2386,2012,"Sat, Jun 9, 2012",8:30 pm,Box Score,Boston Celtics,88,Miami Heat,101,,
2387,2012,"Tue, Jun 12, 2012",8:00 pm,Box Score,Miami Heat,94,Oklahoma City Thunder,105,,
2388,2012,"Thu, Jun 14, 2012",8:00 pm,Box Score,Miami Heat,100,Oklahoma City Thunder,96,,
2389,2012,"Sun, Jun 17, 2012",8:00 pm,Box Score,Oklahoma City Thunder,85,Miami Heat,91,,
2390,2012,"Tue, Jun 19, 2012",9:00 pm,Box Score,Oklahoma City Thunder,98,Miami Heat,104,,
2391,2012,"Thu, Jun 21, 2012",9:00 pm,Box Score,Oklahoma City Thunder,106,Miami Heat,121,,
2392,2013,"Sat, Apr 20, 2013",8:00 pm,Box Score,Chicago Bulls,89,Brooklyn Nets,106,,
2393,2013,"Sat, Apr 20, 2013",5:30 pm,Box Score,Golden State Warriors,95,Denver Nuggets,97,,
2394,2013,"Sat, Apr 20, 2013",10:30 pm,Box Score,Memphis Grizzlies,91,Los Angeles Clippers,112,,
2395,2013,"Sat, Apr 20, 2013",3:00 pm,Box Score,Boston Celtics,78,New York Knicks,85,,
2396,2013,"Sun, Apr 21, 2013",1:00 pm,Box Score,Atlanta Hawks,90,Indiana Pacers,107,,
2397,2013,"Sun, Apr 21, 2013",7:00 pm,Box Score,Milwaukee Bucks,87,Miami Heat,110,,
2398,2013,"Sun, Apr 21, 2013",9:30 pm,Box Score,Houston Rockets,91,Oklahoma City Thunder,120,,
2399,2013,"Sun, Apr 21, 2013",3:30 pm,Box Score,Los Angeles Lakers,79,San Antonio Spurs,91,,
2400,2013,"Mon, Apr 22, 2013",8:00 pm,Box Score,Chicago Bulls,90,Brooklyn Nets,82,,
2401,2013,"Mon, Apr 22, 2013",10:30 pm,Box Score,Memphis Grizzlies,91,Los Angeles Clippers,93,,
2402,2013,"Tue, Apr 23, 2013",10:30 pm,Box Score,Golden State Warriors,131,Denver Nuggets,117,,
2403,2013,"Tue, Apr 23, 2013",7:30 pm,Box Score,Milwaukee Bucks,86,Miami Heat,98,,
2404,2013,"Tue, Apr 23, 2013",8:00 pm,Box Score,Boston Celtics,71,New York Knicks,87,,
2405,2013,"Wed, Apr 24, 2013",7:30 pm,Box Score,Atlanta Hawks,98,Indiana Pacers,113,,
2406,2013,"Wed, Apr 24, 2013",7:00 pm,Box Score,Houston Rockets,102,Oklahoma City Thunder,105,,
2407,2013,"Wed, Apr 24, 2013",9:30 pm,Box Score,Los Angeles Lakers,91,San Antonio Spurs,102,,
2408,2013,"Thu, Apr 25, 2013",8:30 pm,Box Score,Brooklyn Nets,76,Chicago Bulls,79,,
2409,2013,"Thu, Apr 25, 2013",9:30 pm,Box Score,Los Angeles Clippers,82,Memphis Grizzlies,94,,
2410,2013,"Thu, Apr 25, 2013",7:00 pm,Box Score,Miami Heat,104,Milwaukee Bucks,91,,
2411,2013,"Fri, Apr 26, 2013",8:00 pm,Box Score,New York Knicks,90,Boston Celtics,76,,
2412,2013,"Fri, Apr 26, 2013",10:30 pm,Box Score,Denver Nuggets,108,Golden State Warriors,110,,
2413,2013,"Fri, Apr 26, 2013",10:30 pm,Box Score,San Antonio Spurs,120,Los Angeles Lakers,89,,
2414,2013,"Sat, Apr 27, 2013",7:00 pm,Box Score,Indiana Pacers,69,Atlanta Hawks,90,,
2415,2013,"Sat, Apr 27, 2013",2:00 pm,Box Score,Brooklyn Nets,134,Chicago Bulls,142,3OT,
2416,2013,"Sat, Apr 27, 2013",9:30 pm,Box Score,Oklahoma City Thunder,104,Houston Rockets,101,,
2417,2013,"Sat, Apr 27, 2013",4:30 pm,Box Score,Los Angeles Clippers,83,Memphis Grizzlies,104,,
2418,2013,"Sun, Apr 28, 2013",1:00 pm,Box Score,New York Knicks,90,Boston Celtics,97,OT,
2419,2013,"Sun, Apr 28, 2013",9:30 pm,Box Score,Denver Nuggets,101,Golden State Warriors,115,,
2420,2013,"Sun, Apr 28, 2013",7:00 pm,Box Score,San Antonio Spurs,103,Los Angeles Lakers,82,,
2421,2013,"Sun, Apr 28, 2013",3:30 pm,Box Score,Miami Heat,88,Milwaukee Bucks,77,,
2422,2013,"Mon, Apr 29, 2013",7:30 pm,Box Score,Indiana Pacers,91,Atlanta Hawks,102,,
2423,2013,"Mon, Apr 29, 2013",7:00 pm,Box Score,Chicago Bulls,91,Brooklyn Nets,110,,
2424,2013,"Mon, Apr 29, 2013",9:30 pm,Box Score,Oklahoma City Thunder,103,Houston Rockets,105,,
2425,2013,"Tue, Apr 30, 2013",8:00 pm,Box Score,Golden State Warriors,100,Denver Nuggets,107,,
2426,2013,"Tue, Apr 30, 2013",10:30 pm,Box Score,Memphis Grizzlies,103,Los Angeles Clippers,93,,
2427,2013,"Wed, May 1, 2013",8:00 pm,Box Score,Atlanta Hawks,83,Indiana Pacers,106,,
2428,2013,"Wed, May 1, 2013",7:00 pm,Box Score,Boston Celtics,92,New York Knicks,86,,
2429,2013,"Wed, May 1, 2013",9:30 pm,Box Score,Houston Rockets,107,Oklahoma City Thunder,100,,
2430,2013,"Thu, May 2, 2013",8:00 pm,Box Score,Brooklyn Nets,95,Chicago Bulls,92,,
2431,2013,"Thu, May 2, 2013",10:30 pm,Box Score,Denver Nuggets,88,Golden State Warriors,92,,
2432,2013,"Fri, May 3, 2013",7:00 pm,Box Score,Indiana Pacers,81,Atlanta Hawks,73,,
2433,2013,"Fri, May 3, 2013",7:00 pm,Box Score,New York Knicks,88,Boston Celtics,80,,
2434,2013,"Fri, May 3, 2013",9:30 pm,Box Score,Oklahoma City Thunder,103,Houston Rockets,94,,
2435,2013,"Fri, May 3, 2013",9:30 pm,Box Score,Los Angeles Clippers,105,Memphis Grizzlies,118,,
2436,2013,"Sat, May 4, 2013",8:00 pm,Box Score,Chicago Bulls,99,Brooklyn Nets,93,,
2437,2013,"Sun, May 5, 2013",3:30 pm,Box Score,Indiana Pacers,102,New York Knicks,95,,
2438,2013,"Sun, May 5, 2013",1:00 pm,Box Score,Memphis Grizzlies,91,Oklahoma City Thunder,93,,
2439,2013,"Mon, May 6, 2013",7:00 pm,Box Score,Chicago Bulls,93,Miami Heat,86,,
2440,2013,"Mon, May 6, 2013",9:30 pm,Box Score,Golden State Warriors,127,San Antonio Spurs,129,2OT,
2441,2013,"Tue, May 7, 2013",7:00 pm,Box Score,Indiana Pacers,79,New York Knicks,105,,
2442,2013,"Tue, May 7, 2013",9:30 pm,Box Score,Memphis Grizzlies,99,Oklahoma City Thunder,93,,
2443,2013,"Wed, May 8, 2013",7:00 pm,Box Score,Chicago Bulls,78,Miami Heat,115,,
2444,2013,"Wed, May 8, 2013",9:30 pm,Box Score,Golden State Warriors,100,San Antonio Spurs,91,,
2445,2013,"Fri, May 10, 2013",8:00 pm,Box Score,Miami Heat,104,Chicago Bulls,94,,
2446,2013,"Fri, May 10, 2013",10:30 pm,Box Score,San Antonio Spurs,102,Golden State Warriors,92,,
2447,2013,"Sat, May 11, 2013",8:00 pm,Box Score,New York Knicks,71,Indiana Pacers,82,,
2448,2013,"Sat, May 11, 2013",5:00 pm,Box Score,Oklahoma City Thunder,81,Memphis Grizzlies,87,,
2449,2013,"Sun, May 12, 2013",3:30 pm,Box Score,San Antonio Spurs,87,Golden State Warriors,97,OT,
2450,2013,"Mon, May 13, 2013",7:00 pm,Box Score,Miami Heat,88,Chicago Bulls,65,,
2451,2013,"Mon, May 13, 2013",9:30 pm,Box Score,Oklahoma City Thunder,97,Memphis Grizzlies,103,OT,
2452,2013,"Tue, May 14, 2013",7:00 pm,Box Score,New York Knicks,82,Indiana Pacers,93,,
2453,2013,"Tue, May 14, 2013",9:30 pm,Box Score,Golden State Warriors,91,San Antonio Spurs,109,,
2454,2013,"Wed, May 15, 2013",7:00 pm,Box Score,Chicago Bulls,91,Miami Heat,94,,
2455,2013,"Wed, May 15, 2013",9:30 pm,Box Score,Memphis Grizzlies,88,Oklahoma City Thunder,84,,
2456,2013,"Thu, May 16, 2013",10:30 pm,Box Score,San Antonio Spurs,94,Golden State Warriors,82,,
2457,2013,"Thu, May 16, 2013",8:00 pm,Box Score,Indiana Pacers,75,New York Knicks,85,,
2458,2013,"Sat, May 18, 2013",8:00 pm,Box Score,New York Knicks,99,Indiana Pacers,106,,
2459,2013,"Sun, May 19, 2013",3:30 pm,Box Score,Memphis Grizzlies,83,San Antonio Spurs,105,,
2460,2013,"Tue, May 21, 2013",9:00 pm,Box Score,Memphis Grizzlies,89,San Antonio Spurs,93,OT,
